Inselberg,PC1,PC2
IVC,-2.392144979395753,-1.9558446571156023
SPN,0.11049257804094606,0.04815750128229922
KAM,-0.4908373833570169,1.4322559220556195
SWE,1.5419066037664448,0.09073083385258605
FRA,1.0232348323113347,-0.3297000342364211
USA,1.5695987863397276,-1.7977109642569977
KOR,0.052228569523962105,-0.19494515481500319
SWA,-0.16488706440317488,1.117459274764627
NWA,-0.46100786735300553,1.4840337448402754
MAL,-0.7885840754734643,0.10556353362861931
