Inselberg,PC1,PC2
IVC,-2.3956567202148986,-2.0092747061084033
SPN,0.12488184913153122,0.04854250252023554
KAM,-0.48978529773419016,1.4443256295365199
SWE,1.616112772240559,0.10388145179885902
FRA,1.0439039614147418,-0.3236683341876717
USA,1.5568768820172854,-1.7996884015819092
KOR,0.06713990207848539,-0.1980111397501592
SWA,-0.18720828322797697,1.131948748129694
NWA,-0.5579914285750344,1.5056064727695269
MAL,-0.7782736371305021,0.09633777687330886
