Inselberg;Pool;Alpha;Biomass;Depth;Gamma;PC1;PC2;ASE;GSE
SWA;Soz21;19.5;3.370595298;13;69.471;-0.275988133;1.027243307;1.814428345;9.978
SWA;Soz22;28.5;1.003981515;14;69.471;-0.275988133;1.027243307;5.304504246;9.978
SWA;Soz23;17;7.017547741;8;69.471;-0.275988133;1.027243307;2.461132206;9.978
SWA;Soz24;13;75.16534829;6;69.471;-0.275988133;1.027243307;0.525559452;9.978
NWA;Noz1;29.99;6.335008961;23.5;40.913;-0.58221594;1.498284133;6.901464403;3.901
NWA;Noz2;7.25;10.25081171;5.5;40.913;-0.58221594;1.498284133;1.755613266;3.901
NWA;Noz3;18.999;1.543950544;13;40.913;-0.58221594;1.498284133;3.701754653;3.901
NWA;Noz4;13;16.09301172;27;40.913;-0.58221594;1.498284133;0;3.901
NWA;Noz5;5;5.440969856;7.5;40.913;-0.58221594;1.498284133;0.206693332;3.901
NWA;Noz6;7;3.015232376;11;40.913;-0.58221594;1.498284133;0.112232255;3.901
NWA;Noz7;14.25;1.882367735;13;40.913;-0.58221594;1.498284133;2.282906065;3.901
NWA;Noz8;7;0.475741232;7;40.913;-0.58221594;1.498284133;0.288388892;3.901
NWA;Noz9;8.997;0.991453881;8;40.913;-0.58221594;1.498284133;2.739190619;3.901
NWA;Noz10;17;6.164141597;18;40.913;-0.58221594;1.498284133;0.509378107;3.901
NWA;Noz11;16;13.25365334;22;40.913;-0.58221594;1.498284133;1.151956397;3.901
NWA;Noz12;16;13.11193126;12;40.913;-0.58221594;1.498284133;0.92828505;3.901
NWA;Noz13;22.942;1.697377607;7;40.913;-0.58221594;1.498284133;9.729468435;3.901
NWA;Noz14;12.242;26.73474118;17;40.913;-0.58221594;1.498284133;4.657939754;3.901
NWA;Noz15;17.998;109.4277765;28;40.913;-0.58221594;1.498284133;3.047450132;3.901
NWA;Noz16;4.889;0.158950376;8;40.913;-0.58221594;1.498284133;1.500342481;3.901
NWA;Noz17;9.99;6.875096947;9;40.913;-0.58221594;1.498284133;2.921989492;3.901
NWA;Noz18;11.997;71.06123902;13;40.913;-0.58221594;1.498284133;2.427169598;3.901
NWA;Noz19;8.496;0.370887038;12;40.913;-0.58221594;1.498284133;1.732189646;3.901
NWA;Noz20;7.997;279.8588043;21;40.913;-0.58221594;1.498284133;1.425558452;3.901
NWA;Noz21;12.485;6.347856356;9;40.913;-0.58221594;1.498284133;5.196443791;3.901
NWA;Noz22;10.998;327.6205788;19;40.913;-0.58221594;1.498284133;0.394723686;3.901
NWA;Noz23;9;114.4706642;16;40.913;-0.58221594;1.498284133;0.978873092;3.901
NWA;Noz24;11.25;64.04732171;24;40.913;-0.58221594;1.498284133;1.83058875;3.901
MAL;Mal1;15.25;9.840410326;8;55.093;-0.811548907;0.244259046;1.741481232;2.972
MAL;Mal2;10;9.227563059;8;55.093;-0.811548907;0.244259046;0;2.972
MAL;Mal3;21.5;23.95629648;16;55.093;-0.811548907;0.244259046;5.028234545;2.972
MAL;Mal4;8;14.15130597;6;55.093;-0.811548907;0.244259046;0.496717189;2.972
MAL;Mal5;18.995;2.865013006;5;55.093;-0.811548907;0.244259046;6.412957957;2.972
MAL;Mal6;12.666;5.140879772;8;55.093;-0.811548907;0.244259046;2.765542259;2.972
MAL;Mal7;13.999;3.046615894;11;55.093;-0.811548907;0.244259046;2.71243378;2.972
MAL;Mal8;17.999;6.795868797;7;55.093;-0.811548907;0.244259046;4.333819625;2.972
MAL;Mal9;27.992;8.314523537;6;55.093;-0.811548907;0.244259046;7.53970786;2.972
MAL;Mal10;7.994;9.811807112;4;55.093;-0.811548907;0.244259046;1.340351862;2.972
