Inselberg,Pool,Alpha,ASE,Biomass,Gamma,GSE,Depth,PC1,PC2
KOR,Kor17,5,0,10.698016433124085,33.044,4.752,23,0.06713990207848539,-0.1980111397501592
KOR,Kor18,5,0,3.9384117104870877,33.044,4.752,24,0.06713990207848539,-0.1980111397501592
KOR,Kor19,3.499308437067773,1.3814773944061423,13.702121991694488,33.044,4.752,4.5,0.06713990207848539,-0.1980111397501592
KOR,Kor20,6,0.3653912332264253,10.947395499393833,33.044,4.752,21,0.06713990207848539,-0.1980111397501592
KOR,Kor21,6,0.47609522856952313,1.1661314590706635,33.044,4.752,28,0.06713990207848539,-0.1980111397501592
KOR,Kor22,13.166413758219525,2.602625670188234,0.34998045890548735,33.044,4.752,37,0.06713990207848539,-0.1980111397501592
KOR,Kor23,15.49154135338346,4.389070615742193,6.184831083912925,33.044,4.752,21,0.06713990207848539,-0.1980111397501592
KOR,Kor24,39.47286821705426,16.765575088420444,1.9143634805040446,33.044,4.752,18,0.06713990207848539,-0.1980111397501592
KOR,Kor25,6,0,9.509209651800067,33.044,4.752,22,0.06713990207848539,-0.1980111397501592
KOR,Kor26,7.499301675977653,1.1983635765501495,11.091708934539334,33.044,4.752,25.7,0.06713990207848539,-0.1980111397501592
KOR,Kor27,8,0.8986524033060092,0.13525336427160337,33.044,4.752,34,0.06713990207848539,-0.1980111397501592
KOR,Kor28,14.981927710843374,3.4563342918911784,1.001261919566819,33.044,4.752,38,0.06713990207848539,-0.1980111397501592
KOR,Kor29,10.495217853347503,3.6710200626483624,3.694819069345387,33.044,4.752,18.2,0.06713990207848539,-0.1980111397501592
KOR,Kor30,6,0.3677081111040532,4.694346074528225,33.044,4.752,18.2,0.06713990207848539,-0.1980111397501592
KOR,Kor31,15.243263473053892,4.3640168925833756,1.6692402946215692,33.044,4.752,26,0.06713990207848539,-0.1980111397501592
KOR,Kor32,8,0.26850429743151805,1.8380625299099176,33.044,4.752,22,0.06713990207848539,-0.1980111397501592
KOR,Kor33,11.997601918465229,2.297613679678591,1.161481097868595,33.044,4.752,19,0.06713990207848539,-0.1980111397501592
KOR,Kor34,19.990255785627284,7.854674292104535,2.740545931273691,33.044,4.752,16,0.06713990207848539,-0.1980111397501592
KOR,Kor35,23.48297002724796,9.014120637704176,1.8760223906846554,33.044,4.752,18,0.06713990207848539,-0.1980111397501592
SWA,Soz1,40.99904834411877,14.338563060970513,1.5141345257227545,69.497,9.995,38,-0.18720828322797697,1.131948748129694
SWA,Soz2,28.997054491899853,7.408056513190661,0.5446263505416352,69.497,9.995,15,-0.18720828322797697,1.131948748129694
SWA,Soz3,17.66334991708126,2.9903188314133318,0.38098431780900865,69.497,9.995,7,-0.18720828322797697,1.131948748129694
SWA,Soz4,23.249433819828887,4.981749436188859,0.9652487464567817,69.497,9.995,3.7,-0.18720828322797697,1.131948748129694
SWA,Soz5,30.665856622114216,5.531111278339296,0.9067576248109107,69.497,9.995,29,-0.18720828322797697,1.131948748129694
SWA,Soz6,23.99884259259259,5.3849710512656905,1.463582185995209,69.497,9.995,13,-0.18720828322797697,1.131948748129694
SWA,Soz7,20.16643389199255,4.651038327341495,1.1280060585718161,69.497,9.995,7,-0.18720828322797697,1.131948748129694
SWA,Soz8,14.4990099009901,1.9099990278689496,2.3940266575799316,69.497,9.995,2.2,-0.18720828322797697,1.131948748129694
SWA,Soz9,30.998642457152556,6.012295990379551,0.6371483401301917,69.497,9.995,26,-0.18720828322797697,1.131948748129694
SWA,Soz10,15.498538011695906,2.0632297593637383,1.087565990549574,69.497,9.995,8,-0.18720828322797697,1.131948748129694
SWA,Soz11,32.24538745387454,7.796079444205588,1.0264105517457993,69.497,9.995,26,-0.18720828322797697,1.131948748129694
SWA,Soz12,19,0.6211618284328279,1.9564259454083457,69.497,9.995,12,-0.18720828322797697,1.131948748129694
SWA,Soz13,24.49972039269293,6.331256933343291,2.846839936100485,69.497,9.995,21,-0.18720828322797697,1.131948748129694
SWA,Soz14,18.999299883313885,2.8061207008053186,2.720548429377282,69.497,9.995,7,-0.18720828322797697,1.131948748129694
SWA,Soz15,0,0,0,69.497,9.995,14,-0.18720828322797697,1.131948748129694
SWA,Soz16,17,0.7674334329481589,13.716786253491296,69.497,9.995,8,-0.18720828322797697,1.131948748129694
SWA,Soz17,30.998624168768632,4.34411745114339,3.007273993451157,69.497,9.995,13,-0.18720828322797697,1.131948748129694
SWA,Soz18,20.997920997921,2.61262768562153,1.078112887572183,69.497,9.995,9,-0.18720828322797697,1.131948748129694
SWA,Soz19,21.499919276719407,2.04730842549253,2.1783184671247757,69.497,9.995,11,-0.18720828322797697,1.131948748129694
SWA,Soz20,18,0.7509725064325249,2.985242203574004,69.497,9.995,9,-0.18720828322797697,1.131948748129694
SWA,Soz21,19.499716392512763,1.9257858214671182,3.3705952977092726,69.497,9.995,13,-0.18720828322797697,1.131948748129694
SWA,Soz22,28.499568303914046,4.82682454896637,1.0039815151079727,69.497,9.995,14,-0.18720828322797697,1.131948748129694
SWA,Soz23,16.999643366619114,2.6910959073640113,7.0175477412374745,69.497,9.995,8,-0.18720828322797697,1.131948748129694
SWA,Soz24,13,0.4917433609215062,75.16534828949433,69.497,9.995,6,-0.18720828322797697,1.131948748129694
NWA,Noz1,29.98971193415638,7.182900918716116,6.335008960918161,40.913,3.901,23.5,-0.5579914285750344,1.5056064727695269
NWA,Noz2,7.249795918367347,1.874073247377407,10.250811705269646,40.913,3.901,5.5,-0.5579914285750344,1.5056064727695269
NWA,Noz3,18.999479166666667,3.371666948366581,1.5439505439821566,40.913,3.901,13,-0.5579914285750344,1.5056064727695269
NWA,Noz4,13,0,16.093011715093617,40.913,3.901,27,-0.5579914285750344,1.5056064727695269
NWA,Noz5,5,0.1121627485382552,5.440969855935624,40.913,3.901,7.5,-0.5579914285750344,1.5056064727695269
NWA,Noz6,7,0.21904291355759048,3.0152323760009305,40.913,3.901,11,-0.5579914285750344,1.5056064727695269
NWA,Noz7,14.249831081081082,2.1984291089647683,1.882367734711879,40.913,3.901,13,-0.5579914285750344,1.5056064727695269
NWA,Noz8,7,0.25101614698678687,0.4757412324186047,40.913,3.901,7,-0.5579914285750344,1.5056064727695269
NWA,Noz9,8.997322623828648,2.805017726394956,0.991453880839419,40.913,3.901,8,-0.5579914285750344,1.5056064727695269
NWA,Noz10,17,0.548660406631043,6.164141596901927,40.913,3.901,18,-0.5579914285750344,1.5056064727695269
NWA,Noz11,16,1.1570536005660748,13.253653336429673,40.913,3.901,22,-0.5579914285750344,1.5056064727695269
NWA,Noz12,16,0.9553460644755533,13.111931264886945,40.913,3.901,12,-0.5579914285750344,1.5056064727695269
NWA,Noz13,22.942084942084943,8.329959089969988,1.6973776067120843,40.913,3.901,7,-0.5579914285750344,1.5056064727695269
NWA,Noz14,12.241818181818182,3.5821926595031512,26.73474117570158,40.913,3.901,17,-0.5579914285750344,1.5056064727695269
NWA,Noz15,17.997990622906897,3.2664872255917756,109.42777645748491,40.913,3.901,28,-0.5579914285750344,1.5056064727695269
NWA,Noz16,4.888888888888889,1.5266171491862488,0.1589503764240815,40.913,3.901,8,-0.5579914285750344,1.5056064727695269
NWA,Noz17,9.990338164251208,2.983598708762916,6.875096946976958,40.913,3.901,9,-0.5579914285750344,1.5056064727695269
NWA,Noz18,11.996763754045308,2.578747919063137,71.0612390163113,40.913,3.901,13,-0.5579914285750344,1.5056064727695269
NWA,Noz19,8.495798319327731,1.8872429590112383,0.3708870376659305,40.913,3.901,12,-0.5579914285750344,1.5056064727695269
NWA,Noz20,7.996884735202492,1.1825600525013287,279.8588043254618,40.913,3.901,21,-0.5579914285750344,1.5056064727695269
NWA,Noz21,12.48469387755102,4.1439295379281695,6.3478563564491886,40.913,3.901,9,-0.5579914285750344,1.5056064727695269
NWA,Noz22,10.9983922829582,0.31446603773521975,327.62057879134386,40.913,3.901,19,-0.5579914285750344,1.5056064727695269
NWA,Noz23,9,1.031801368831671,114.47066420498979,40.913,3.901,16,-0.5579914285750344,1.5056064727695269
NWA,Noz24,11.249752229930625,1.7645047745343305,64.04732171494182,40.913,3.901,24,-0.5579914285750344,1.5056064727695269
MAL,Mal1,15.249986192422401,1.8935030918643807,9.84041032635667,55.093,2.972,8,-0.7782736371305021,0.09633777687330886
MAL,Mal2,10,0,9.22756305921758,55.093,2.972,8,-0.7782736371305021,0.09633777687330886
MAL,Mal3,21.49971694552774,6.3065985193233445,23.956296481149973,55.093,2.972,16,-0.7782736371305021,0.09633777687330886
MAL,Mal4,8,0.4898539335732205,14.151305969094512,55.093,2.972,6,-0.7782736371305021,0.09633777687330886
MAL,Mal5,18.995186522262333,6.431592354034122,2.8650130063400603,55.093,2.972,5,-0.7782736371305021,0.09633777687330886
MAL,Mal6,12.666325660699062,3.1214748620784083,5.140879771828667,55.093,2.972,8,-0.7782736371305021,0.09633777687330886
MAL,Mal7,13.998944591029023,3.0252940942771622,3.046615893867856,55.093,2.972,11,-0.7782736371305021,0.09633777687330886
MAL,Mal8,17.999398315282793,4.099373061168151,6.795868796548893,55.093,2.972,7,-0.7782736371305021,0.09633777687330886
MAL,Mal9,27.99220576773188,7.894191378004958,8.314523537150317,55.093,2.972,6,-0.7782736371305021,0.09633777687330886
MAL,Mal10,7.9937106918239,1.43780483017018,9.811807111509188,55.093,2.972,4,-0.7782736371305021,0.09633777687330886
MAL,Mal11,20.064950980392158,10.710837316176537,3.1378549201133454,55.093,2.972,13,-0.7782736371305021,0.09633777687330886
MAL,Mal12,6,0.48783173121456314,10.757655806573512,55.093,2.972,7,-0.7782736371305021,0.09633777687330886
MAL,Mal13,25.48589164785553,10.411255237278695,7.378811503143141,55.093,2.972,5.5,-0.7782736371305021,0.09633777687330886
MAL,Mal14,23.99856063332134,6.764388419396118,2.470916176059362,55.093,2.972,14,-0.7782736371305021,0.09633777687330886
MAL,Mal15,10,0.616338902636936,7.3611840431785645,55.093,2.972,6,-0.7782736371305021,0.09633777687330886
MAL,Mal16,15.497721518987342,4.245922198040973,0.2618784396031541,55.093,2.972,11,-0.7782736371305021,0.09633777687330886
MAL,Mal17,12.998442367601246,1.366947115827343,1.7137267965002616,55.093,2.972,35,-0.7782736371305021,0.09633777687330886
MAL,Mal18,15.999086757990867,1.4512048823402581,19.305281220985453,55.093,2.972,2,-0.7782736371305021,0.09633777687330886
MAL,Mal19,24.98185941043084,8.077145740752536,2.9491274456158494,55.093,2.972,21,-0.7782736371305021,0.09633777687330886
MAL,Mal20,28.766233766233768,10.591853844870535,1.0015122985296732,55.093,2.972,35,-0.7782736371305021,0.09633777687330886
MAL,Mal21,8.499381188118813,1.5405973206534365,7.508927220320793,55.093,2.972,6,-0.7782736371305021,0.09633777687330886
MAL,Mal22,14.998568702290076,3.3520982304600024,5.0046234035005455,55.093,2.972,10,-0.7782736371305021,0.09633777687330886
